eta,surface,X_m,Y_m,Z_m,x_c
0.0,upper,0.0,0.0,0.0,0.0
0.0,upper,0.00132,0.0,0.00965,0.00051
0.0,upper,0.0062,0.0,0.01949,0.00239
0.0,upper,0.01463,0.0,0.02953,0.00563
0.0,upper,0.02658,0.0,0.03978,0.01022
0.0,upper,0.04201,0.0,0.05024,0.01616
0.0,upper,0.06089,0.0,0.06092,0.02342
0.0,upper,0.08317,0.0,0.07181,0.03199
0.0,upper,0.10878,0.0,0.08288,0.04184
0.0,upper,0.13766,0.0,0.09411,0.05295
0.0,upper,0.16974,0.0,0.10547,0.06528
0.0,upper,0.20491,0.0,0.1169,0.07881
0.0,upper,0.24311,0.0,0.12836,0.0935
0.0,upper,0.28422,0.0,0.13977,0.10932
0.0,upper,0.32814,0.0,0.15107,0.12621
0.0,upper,0.37475,0.0,0.16217,0.14413
0.0,upper,0.42393,0.0,0.17299,0.16305
0.0,upper,0.47555,0.0,0.18344,0.18291
0.0,upper,0.52948,0.0,0.19341,0.20365
0.0,upper,0.58558,0.0,0.20282,0.22522
0.0,upper,0.64368,0.0,0.21158,0.24757
0.0,upper,0.70365,0.0,0.21958,0.27063
0.0,upper,0.76531,0.0,0.22673,0.29435
0.0,upper,0.82849,0.0,0.23296,0.31865
0.0,upper,0.89303,0.0,0.23818,0.34347
0.0,upper,0.95875,0.0,0.24234,0.36875
0.0,upper,1.02545,0.0,0.24537,0.3944
0.0,upper,1.09295,0.0,0.24723,0.42037
0.0,upper,1.16106,0.0,0.24789,0.44656
0.0,upper,1.22959,0.0,0.24733,0.47292
0.0,upper,1.29832,0.0,0.24554,0.49936
0.0,upper,1.36708,0.0,0.24254,0.5258
0.0,upper,1.43565,0.0,0.23836,0.55217
0.0,upper,1.50383,0.0,0.23303,0.5784
0.0,upper,1.57144,0.0,0.2266,0.6044
0.0,upper,1.63826,0.0,0.21914,0.6301
0.0,upper,1.70411,0.0,0.21074,0.65543
0.0,upper,1.7688,0.0,0.20147,0.68031
0.0,upper,1.83213,0.0,0.19143,0.70467
0.0,upper,1.89394,0.0,0.18074,0.72844
0.0,upper,1.95405,0.0,0.1695,0.75156
0.0,upper,2.01228,0.0,0.15783,0.77396
0.0,upper,2.06849,0.0,0.14584,0.79557
0.0,upper,2.12251,0.0,0.13367,0.81635
0.0,upper,2.17421,0.0,0.12143,0.83623
0.0,upper,2.22344,0.0,0.10925,0.85517
0.0,upper,2.27009,0.0,0.09724,0.87311
0.0,upper,2.31402,0.0,0.08552,0.89001
0.0,upper,2.35513,0.0,0.0742,0.90582
0.0,upper,2.39333,0.0,0.06338,0.92051
0.0,upper,2.4285,0.0,0.05316,0.93404
0.0,upper,2.46058,0.0,0.04363,0.94638
0.0,upper,2.48949,0.0,0.03488,0.95749
0.0,upper,2.51515,0.0,0.02698,0.96736
0.0,upper,2.53751,0.0,0.02,0.97596
0.0,upper,2.55651,0.0,0.01399,0.98327
0.0,upper,2.57212,0.0,0.00901,0.98928
0.0,upper,2.5843,0.0,0.00509,0.99396
0.0,upper,2.59301,0.0,0.00227,0.99731
0.0,upper,2.59825,0.0,0.00057,0.99933
0.0,upper,2.6,0.0,0.0,1.0
0.0,lower,0.0,0.0,0.0,0.0
0.0,lower,0.00224,0.0,-0.00948,0.00086
0.0,lower,0.00804,0.0,-0.01881,0.00309
0.0,lower,0.01738,0.0,-0.02799,0.00668
0.0,lower,0.03024,0.0,-0.03706,0.01163
0.0,lower,0.04658,0.0,-0.04601,0.01792
0.0,lower,0.06636,0.0,-0.05486,0.02552
0.0,lower,0.08952,0.0,-0.06361,0.03443
0.0,lower,0.116,0.0,-0.07225,0.04461
0.0,lower,0.14572,0.0,-0.08077,0.05605
0.0,lower,0.1786,0.0,-0.08915,0.06869
0.0,lower,0.21454,0.0,-0.09737,0.08252
0.0,lower,0.25345,0.0,-0.10538,0.09748
0.0,lower,0.2952,0.0,-0.11316,0.11354
0.0,lower,0.33969,0.0,-0.12066,0.13065
0.0,lower,0.38677,0.0,-0.12783,0.14876
0.0,lower,0.43633,0.0,-0.13461,0.16782
0.0,lower,0.48821,0.0,-0.14095,0.18777
0.0,lower,0.54227,0.0,-0.14678,0.20857
0.0,lower,0.59836,0.0,-0.15206,0.23014
0.0,lower,0.65632,0.0,-0.15673,0.25243
0.0,lower,0.71598,0.0,-0.16074,0.27538
0.0,lower,0.77718,0.0,-0.16403,0.29891
0.0,lower,0.83975,0.0,-0.16658,0.32298
0.0,lower,0.90352,0.0,-0.16834,0.34751
0.0,lower,0.96832,0.0,-0.16929,0.37243
0.0,lower,1.03398,0.0,-0.16941,0.39768
0.0,lower,1.10032,0.0,-0.16871,0.4232
0.0,lower,1.16716,0.0,-0.16717,0.44891
0.0,lower,1.23434,0.0,-0.16482,0.47475
0.0,lower,1.30168,0.0,-0.16169,0.50064
0.0,lower,1.36899,0.0,-0.1578,0.52654
0.0,lower,1.43612,0.0,-0.15321,0.55236
0.0,lower,1.50289,0.0,-0.14796,0.57804
0.0,lower,1.56913,0.0,-0.14211,0.60351
0.0,lower,1.63467,0.0,-0.13573,0.62872
0.0,lower,1.69933,0.0,-0.1289,0.65359
0.0,lower,1.76296,0.0,-0.12169,0.67806
0.0,lower,1.82538,0.0,-0.11417,0.70207
0.0,lower,1.88643,0.0,-0.10644,0.72555
0.0,lower,1.94595,0.0,-0.09857,0.74844
0.0,lower,2.00378,0.0,-0.09063,0.77068
0.0,lower,2.05975,0.0,-0.08271,0.79221
0.0,lower,2.11372,0.0,-0.07488,0.81297
0.0,lower,2.16553,0.0,-0.0672,0.8329
0.0,lower,2.21504,0.0,-0.05974,0.85194
0.0,lower,2.26209,0.0,-0.05256,0.87004
0.0,lower,2.30656,0.0,-0.04571,0.88714
0.0,lower,2.34831,0.0,-0.03923,0.9032
0.0,lower,2.38722,0.0,-0.03317,0.91816
0.0,lower,2.42316,0.0,-0.02755,0.93199
0.0,lower,2.45603,0.0,-0.02241,0.94463
0.0,lower,2.48573,0.0,-0.01777,0.95605
0.0,lower,2.51216,0.0,-0.01364,0.96622
0.0,lower,2.53524,0.0,-0.01004,0.97509
0.0,lower,2.55489,0.0,-0.00699,0.98265
0.0,lower,2.57106,0.0,-0.00448,0.98887
0.0,lower,2.58369,0.0,-0.00252,0.99373
0.0,lower,2.59274,0.0,-0.00112,0.99721
0.0,lower,2.59818,0.0,-0.00028,0.9993
0.0,lower,2.6,0.0,0.0,1.0
0.05,upper,0.09034,0.425,0.02806,0.0
0.05,upper,0.0916,0.425,0.03747,0.00051
0.05,upper,0.09634,0.425,0.04708,0.00239
0.05,upper,0.10453,0.425,0.05689,0.00563
0.05,upper,0.11615,0.425,0.06691,0.01022
0.05,upper,0.13117,0.425,0.07715,0.01616
0.05,upper,0.14955,0.425,0.08762,0.02342
0.05,upper,0.17125,0.425,0.09828,0.03199
0.05,upper,0.19619,0.425,0.10915,0.04184
0.05,upper,0.22432,0.425,0.12017,0.05295
0.05,upper,0.25556,0.425,0.13132,0.06528
0.05,upper,0.28983,0.425,0.14256,0.07881
0.05,upper,0.32704,0.425,0.15383,0.0935
0.05,upper,0.36709,0.425,0.16506,0.10932
0.05,upper,0.40989,0.425,0.17619,0.12621
0.05,upper,0.4553,0.425,0.18713,0.14413
0.05,upper,0.50323,0.425,0.19781,0.16305
0.05,upper,0.55353,0.425,0.20812,0.18291
0.05,upper,0.60609,0.425,0.21799,0.20365
0.05,upper,0.66076,0.425,0.22731,0.22522
0.05,upper,0.71739,0.425,0.23599,0.24757
0.05,upper,0.77583,0.425,0.24394,0.27063
0.05,upper,0.83593,0.425,0.25108,0.29435
0.05,upper,0.89752,0.425,0.25731,0.31865
0.05,upper,0.96044,0.425,0.26257,0.34347
0.05,upper,1.0245,0.425,0.26679,0.36875
0.05,upper,1.08952,0.425,0.26991,0.3944
0.05,upper,1.15533,0.425,0.2719,0.42037
0.05,upper,1.22174,0.425,0.27271,0.44656
0.05,upper,1.28855,0.425,0.27234,0.47292
0.05,upper,1.35557,0.425,0.27077,0.49936
0.05,upper,1.42262,0.425,0.26803,0.5258
0.05,upper,1.48948,0.425,0.26412,0.55217
0.05,upper,1.55598,0.425,0.2591,0.5784
0.05,upper,1.62191,0.425,0.25301,0.6044
0.05,upper,1.68708,0.425,0.24591,0.6301
0.05,upper,1.7513,0.425,0.23788,0.65543
0.05,upper,1.8144,0.425,0.22901,0.68031
0.05,upper,1.87617,0.425,0.21938,0.70467
0.05,upper,1.93647,0.425,0.20912,0.72844
0.05,upper,1.9951,0.425,0.19831,0.75156
0.05,upper,2.05191,0.425,0.18708,0.77396
0.05,upper,2.10674,0.425,0.17554,0.79557
0.05,upper,2.15944,0.425,0.16381,0.81635
0.05,upper,2.20987,0.425,0.15201,0.83623
0.05,upper,2.25791,0.425,0.14025,0.85517
0.05,upper,2.30342,0.425,0.12866,0.87311
0.05,upper,2.34628,0.425,0.11735,0.89001
0.05,upper,2.3864,0.425,0.10641,0.90582
0.05,upper,2.42366,0.425,0.09596,0.92051
0.05,upper,2.45799,0.425,0.08609,0.93404
0.05,upper,2.48929,0.425,0.07688,0.94638
0.05,upper,2.51749,0.425,0.06842,0.95749
0.05,upper,2.54253,0.425,0.06079,0.96736
0.05,upper,2.56435,0.425,0.05404,0.97596
0.05,upper,2.58289,0.425,0.04823,0.98327
0.05,upper,2.59813,0.425,0.04341,0.98928
0.05,upper,2.61001,0.425,0.03962,0.99396
0.05,upper,2.61851,0.425,0.03689,0.99731
0.05,upper,2.62362,0.425,0.03525,0.99933
0.05,upper,2.62533,0.425,0.0347,1.0
0.05,lower,0.09034,0.425,0.02806,0.0
0.05,lower,0.09255,0.425,0.01882,0.00086
0.05,lower,0.09822,0.425,0.00975,0.00309
0.05,lower,0.10736,0.425,0.00081,0.00668
0.05,lower,0.11992,0.425,-0.008,0.01163
0.05,lower,0.13587,0.425,-0.01669,0.01792
0.05,lower,0.15518,0.425,-0.02526,0.02552
0.05,lower,0.17778,0.425,-0.03373,0.03443
0.05,lower,0.20362,0.425,-0.04209,0.04461
0.05,lower,0.23262,0.425,-0.05032,0.05605
0.05,lower,0.2647,0.425,-0.05841,0.06869
0.05,lower,0.29976,0.425,-0.06632,0.08252
0.05,lower,0.33772,0.425,-0.07404,0.09748
0.05,lower,0.37845,0.425,-0.08152,0.11354
0.05,lower,0.42184,0.425,-0.08872,0.13065
0.05,lower,0.46777,0.425,-0.09559,0.14876
0.05,lower,0.5161,0.425,-0.10207,0.16782
0.05,lower,0.5667,0.425,-0.10812,0.18777
0.05,lower,0.61943,0.425,-0.11367,0.20857
0.05,lower,0.67413,0.425,-0.11868,0.23014
0.05,lower,0.73064,0.425,-0.12308,0.25243
0.05,lower,0.78882,0.425,-0.12683,0.27538
0.05,lower,0.8485,0.425,-0.12989,0.29891
0.05,lower,0.90952,0.425,-0.13221,0.32298
0.05,lower,0.9717,0.425,-0.13376,0.34751
0.05,lower,1.03488,0.425,-0.13452,0.37243
0.05,lower,1.0989,0.425,-0.13448,0.39768
0.05,lower,1.16358,0.425,-0.13362,0.4232
0.05,lower,1.22875,0.425,-0.13195,0.44891
0.05,lower,1.29424,0.425,-0.12949,0.47475
0.05,lower,1.35988,0.425,-0.12627,0.50064
0.05,lower,1.42551,0.425,-0.1223,0.52654
0.05,lower,1.49095,0.425,-0.11765,0.55236
